Timestamp,What is your age?,What is your gender identification?,Which major competitive exam are you primarily preparing for / have taken?,How many times have you attempted this specific competitive exam?,How would you describe your score/performance in your most recent attempt?,"If you comfortable sharing, what was your approximate percentile or score range in your last attempt? (out of 100)","On average, how many hours per day do you dedicate to self-study and classes?",How many hours of sleep do you get on an average night during peak exam preparation?,What is your primary method of test preparation?,"On a scale of 1 to 10, how would you rate your overall daily stress level during the exam preparation phase?",Have you experienced any of the following physical or emotional symptoms regularly during your preparation? ,What do you feel is the primary source of your competitive exam stress?,Do you feel that your academic institution or coaching center provides adequate mental health or counseling support?,Column 14,Column 15,Column 16
02/06/2026 14:39:37,18 – 20,Female,Engineering Entrance,1st attempt (First-timer),"Average (Passed, but did not achieve the required cutoff/rank)",,7-11 hours,7-8 hours,Self-study entirely,6,Sudden mood swings or panic attacks,Financial strain (high cost of coaching/living),,,,
02/06/2026 14:40:12,21-23,Male,Medical Entrance,2nd attempt,"Average (Passed, but did not achieve the required cutoff/rank)",,4-7 hours,7-8 hours,Online coaching apps / recorded platforms,2,Severe social isolation (cutting off friends/family),Seeing peers move ahead in life,,,,
02/06/2026 14:40:40,24-26,Male,Engineering Entrance,2nd attempt,"Average (Passed, but did not achieve the required cutoff/rank)",nope,7-11 hours,5-6 hours,Self-study entirely,5,None,Fear of failure / wasting years of preparation,,,,
02/06/2026 14:40:50,21-23,Male,Civil Services / Government Exams,3rd attempt,Below Average (Did not qualify),,7-11 hours,5-6 hours,Offline physical coaching institutes / bootcamps,8,Sudden mood swings or panic attacks,Financial strain (high cost of coaching/living),,,,
02/06/2026 14:41:21,21-23,Prefer not to say,"Management / Graduate Admissions (e.g., CAT, GATE, GRE, GMAT)",1st attempt (First-timer),N/A (I am a first-time filer and haven't given the exam yet),,7-11 hours,7-8 hours,Self-study entirely,4,Sudden mood swings or panic attacks,Financial strain (high cost of coaching/living),,,,
02/06/2026 14:41:50,21-23,Female,Medical Entrance,1st attempt (First-timer),Excellent (Cleared the exam / Achieved target cutoff),na,4-7 hours,5-6 hours,Online coaching apps / recorded platforms,4,None,Financial strain (high cost of coaching/living),,,,
02/06/2026 14:41:59,18 – 20,Prefer not to say,Medical Entrance,2nd attempt,"Average (Passed, but did not achieve the required cutoff/rank)",na,less than 4,less than 5 hours,,,"Severe social isolation (cutting off friends/family), Frequent headaches or physical fatigue",Family expectations and societal pressure,,,,
02/06/2026 14:43:15,24-26,Female,"Management / Graduate Admissions (e.g., CAT, GATE, GRE, GMAT)",4 or more attempts,Below Average (Did not qualify),,4-7 hours,less than 5 hours,,4,Sudden mood swings or panic attacks,"Fear of failure / wasting years of preparation, Family expectations and societal pressure",,,,
02/06/2026 14:43:44,Under 18,Prefer not to say,Civil Services / Government Exams,2nd attempt,Below Average (Did not qualify),,7-11 hours,5-6 hours,Online coaching apps / recorded platforms,4,Sudden mood swings or panic attacks,Financial strain (high cost of coaching/living),,,,
02/06/2026 14:44:07,21-23,Male,Engineering Entrance,2nd attempt,"Average (Passed, but did not achieve the required cutoff/rank)",no,7-11 hours,5-6 hours,Online coaching apps / recorded platforms,7,Frequent headaches or physical fatigue,Financial strain (high cost of coaching/living),,,,
02/06/2026 14:44:20,21-23,Female,Other~,3rd attempt,"Average (Passed, but did not achieve the required cutoff/rank)",,4-7 hours,5-6 hours,Online coaching apps / recorded platforms,,Severe social isolation (cutting off friends/family),"Family expectations and societal pressure, Financial strain (high cost of coaching/living)",,,,
02/06/2026 14:44:48,24-26,Prefer not to say,Medical Entrance,3rd attempt,Below Average (Did not qualify),,7-11 hours,less than 5 hours,Online coaching apps / recorded platforms,6,Frequent headaches or physical fatigue,Seeing peers move ahead in life,,,,
02/06/2026 14:46:40,18 – 20,Female,Medical Entrance,2nd attempt,"Average (Passed, but did not achieve the required cutoff/rank)",,7-11 hours,5-6 hours,Online coaching apps / recorded platforms,10,Sudden mood swings or panic attacks,Family expectations and societal pressure,,,,
02/06/2026 14:47:35,21-23,Female,Engineering Entrance,3rd attempt,Below Average (Did not qualify),NA,7-11 hours,5-6 hours,Online coaching apps / recorded platforms,6,Sudden mood swings or panic attacks,Fear of failure / wasting years of preparation,,,,
02/06/2026 14:47:45,21-23,Female,Medical Entrance,2nd attempt,"Average (Passed, but did not achieve the required cutoff/rank)",,4-7 hours,5-6 hours,Online coaching apps / recorded platforms,7,None,Seeing peers move ahead in life,,,,
02/06/2026 14:47:48,24-26,Male,Medical Entrance,3rd attempt,"Average (Passed, but did not achieve the required cutoff/rank)",,7-11 hours,5-6 hours,Self-study entirely,5,None,Seeing peers move ahead in life,,,,
02/06/2026 14:49:09,18 – 20,Female,Engineering Entrance,4 or more attempts,Below Average (Did not qualify),230,12+ hours,5-6 hours,Self-study entirely,7,Sudden mood swings or panic attacks,"Fear of failure / wasting years of preparation, Seeing peers move ahead in life",,,,
02/06/2026 14:49:10,24-26,Female,Civil Services / Government Exams,3rd attempt,Excellent (Cleared the exam / Achieved target cutoff),98,4-7 hours,5-6 hours,Self-study entirely,10,Sudden mood swings or panic attacks,Family expectations and societal pressure,,,,
02/06/2026 14:49:37,21-23,Female,"Management / Graduate Admissions (e.g., CAT, GATE, GRE, GMAT)",3rd attempt,Below Average (Did not qualify),,4-7 hours,7-8 hours,Self-study entirely,4,None,NO,,,,
02/06/2026 14:50:07,24-26,Male,Civil Services / Government Exams,3rd attempt,Below Average (Did not qualify),,12+ hours,5-6 hours,Online coaching apps / recorded platforms,5,Frequent headaches or physical fatigue,Financial strain (high cost of coaching/living),,,,
02/06/2026 14:50:56,18 – 20,Female,Civil Services / Government Exams,1st attempt (First-timer),Below Average (Did not qualify),193,4-7 hours,7-8 hours,Offline physical coaching institutes / bootcamps,7,Imposter syndrome (feeling like you aren't smart enough),Fear of failure / wasting years of preparation,,,,
02/06/2026 14:51:07,21-23,Male,"Management / Graduate Admissions (e.g., CAT, GATE, GRE, GMAT)",2nd attempt,"Average (Passed, but did not achieve the required cutoff/rank)",78,7-11 hours,7-8 hours,Online coaching apps / recorded platforms,6,"Severe social isolation (cutting off friends/family), Frequent headaches or physical fatigue","Family expectations and societal pressure, Seeing peers move ahead in life",,,,
02/06/2026 14:51:15,21-23,Male,Other~,1st attempt (First-timer),"Average (Passed, but did not achieve the required cutoff/rank)",NA,4-7 hours,5-6 hours,Online coaching apps / recorded platforms,4,Imposter syndrome (feeling like you aren't smart enough),NA,,,,
02/06/2026 14:55:04,24-26,Female,Medical Entrance,2nd attempt,"Average (Passed, but did not achieve the required cutoff/rank)",98 PERCENTILE,7-11 hours,7-8 hours,Self-study entirely,6,"Chronic sleep deprivation / Insomnia, Severe social isolation (cutting off friends/family)","Fear of failure / wasting years of preparation, Family expectations and societal pressure",,,,
02/06/2026 15:08:28,21-23,Male,Engineering Entrance,2nd attempt,"Average (Passed, but did not achieve the required cutoff/rank)",92,4-7 hours,5-6 hours,Self-study entirely,4,"Chronic sleep deprivation / Insomnia, Severe social isolation (cutting off friends/family), Frequent headaches or physical fatigue, Sudden mood swings or panic attacks","Fear of failure / wasting years of preparation, Family expectations and societal pressure, Seeing peers move ahead in life, Financial strain (high cost of coaching/living)",,,,
02/06/2026 15:30:22,18 – 20,Male,Engineering Entrance,2nd attempt,"Average (Passed, but did not achieve the required cutoff/rank)",98,7-11 hours,5-6 hours,Online coaching apps / recorded platforms,2,Severe social isolation (cutting off friends/family),Financial strain (high cost of coaching/living),,,,
02/06/2026 16:07:59,18 – 20,Male,Engineering Entrance,1st attempt (First-timer),"Average (Passed, but did not achieve the required cutoff/rank)",90,less than 4,more than 8 hours,Self-study entirely,5,Sudden mood swings or panic attacks,"Fear of failure / wasting years of preparation, Family expectations and societal pressure, Seeing peers move ahead in life",,,,
02/06/2026 16:56:39,Under 18,Male,Other~,1st attempt (First-timer),Excellent (Cleared the exam / Achieved target cutoff),,less than 4,more than 8 hours,Self-study entirely,10,Frequent headaches or physical fatigue,Seeing peers move ahead in life,,,,
02/06/2026 17:16:43,24-26,Male,Other~,1st attempt (First-timer),Excellent (Cleared the exam / Achieved target cutoff),72,7-11 hours,less than 5 hours,Self-study entirely,5,Chronic sleep deprivation / Insomnia,Financial strain (high cost of coaching/living),,,,
02/06/2026 17:16:19,18 – 20,Male,Engineering Entrance,1st attempt (First-timer),Excellent (Cleared the exam / Achieved target cutoff),,7-11 hours,5-6 hours,Online coaching apps / recorded platforms,7,"Chronic sleep deprivation / Insomnia, Severe social isolation (cutting off friends/family), Sudden mood swings or panic attacks, Imposter syndrome (feeling like you aren't smart enough)","Fear of failure / wasting years of preparation, Family expectations and societal pressure",,,,
02/06/2026 17:50:54,18 – 20,Male,Engineering Entrance,1st attempt (First-timer),"Average (Passed, but did not achieve the required cutoff/rank)",40,less than 4,less than 5 hours,Offline physical coaching institutes / bootcamps,1,None,Family expectations and societal pressure,,,,
02/06/2026 20:42:33,24-26,Male,Civil Services / Government Exams,4 or more attempts,"Average (Passed, but did not achieve the required cutoff/rank)",85,4-7 hours,5-6 hours,Self-study entirely,5,None,Financial strain (high cost of coaching/living),,,,
02/06/2026 22:28:44,18 – 20,Female,Other~,1st attempt (First-timer),"Average (Passed, but did not achieve the required cutoff/rank)",150/300,less than 4,7-8 hours,Self-study entirely,8,"Severe social isolation (cutting off friends/family), Imposter syndrome (feeling like you aren't smart enough)","Fear of failure / wasting years of preparation, Seeing peers move ahead in life",,,,
02/06/2026 22:52:47,18 – 20,Male,Engineering Entrance,1st attempt (First-timer),"Average (Passed, but did not achieve the required cutoff/rank)",82,4-7 hours,5-6 hours,Online coaching apps / recorded platforms,3,I was getting tired of exams,Family expectations and societal pressure,,,,
02/06/2026 23:02:40,Under 18,Male,Engineering Entrance,2nd attempt,Excellent (Cleared the exam / Achieved target cutoff),,7-11 hours,5-6 hours,,10,Severe social isolation (cutting off friends/family),Fear of failure / wasting years of preparation,,,,
03/06/2026 00:06:30,21-23,Male,Engineering Entrance,1st attempt (First-timer),"Average (Passed, but did not achieve the required cutoff/rank)",,less than 4,7-8 hours,Self-study entirely,7,,,,,,
03/06/2026 09:10:22,21-23,Male,Other~,1st attempt (First-timer),N/A (I am a first-time filer and haven't given the exam yet),,less than 4,7-8 hours,Self-study entirely,4,Chronic sleep deprivation / Insomnia,Financial strain (high cost of coaching/living),,,,
03/06/2026 11:33:45,24-26,Female,"Medical Entrance, Other~",3rd attempt,"Average (Passed, but did not achieve the required cutoff/rank)",65,4-7 hours,7-8 hours,Self-study entirely,7,"Frequent headaches or physical fatigue, Sudden mood swings or panic attacks, Imposter syndrome (feeling like you aren't smart enough)","Fear of failure / wasting years of preparation, Family expectations and societal pressure, Seeing peers move ahead in life, Financial strain (high cost of coaching/living)",,,,
03/06/2026 11:34:11,18 – 20,Male,Engineering Entrance,1st attempt (First-timer),"Average (Passed, but did not achieve the required cutoff/rank)",,less than 4,7-8 hours,Self-study entirely,5,None,Family expectations and societal pressure,,,,
03/06/2026 11:52:19,21-23,Male,"Management / Graduate Admissions (e.g., CAT, GATE, GRE, GMAT)",1st attempt (First-timer),Below Average (Did not qualify),,4-7 hours,5-6 hours,Self-study entirely,4,Chronic sleep deprivation / Insomnia,Fear of failure / wasting years of preparation,,,,
03/06/2026 11:52:39,18 – 20,Female,Medical Entrance,2nd attempt,"Average (Passed, but did not achieve the required cutoff/rank)",55,4-7 hours,7-8 hours,Self-study entirely,10,"Chronic sleep deprivation / Insomnia, Frequent headaches or physical fatigue, Sudden mood swings or panic attacks",Family expectations and societal pressure,,,,
03/06/2026 11:53:54,18 – 20,Male,Engineering Entrance,1st attempt (First-timer),Excellent (Cleared the exam / Achieved target cutoff),,4-7 hours,5-6 hours,Self-study entirely,6,"Chronic sleep deprivation / Insomnia, Severe social isolation (cutting off friends/family)",Fear of failure / wasting years of preparation,,,,
03/06/2026 11:54:51,21-23,Female,Engineering Entrance,1st attempt (First-timer),"Average (Passed, but did not achieve the required cutoff/rank)",,7-11 hours,5-6 hours,Online coaching apps / recorded platforms,5,Sudden mood swings or panic attacks,Fear of failure / wasting years of preparation,,,,
03/06/2026 11:55:48,18 – 20,Female,Engineering Entrance,2nd attempt,"Average (Passed, but did not achieve the required cutoff/rank)",,4-7 hours,7-8 hours,Self-study entirely,4,"Severe social isolation (cutting off friends/family), Sudden mood swings or panic attacks",Family expectations and societal pressure,,,,
03/06/2026 11:59:40,Under 18,Male,Other~,1st attempt (First-timer),N/A (I am a first-time filer and haven't given the exam yet),,less than 4,less than 5 hours,Self-study entirely,4,Chronic sleep deprivation / Insomnia,Financial strain (high cost of coaching/living),,,,
03/06/2026 12:10:37,18 – 20,Female,Other~,1st attempt (First-timer),"Average (Passed, but did not achieve the required cutoff/rank)",,12+ hours,7-8 hours,Self-study entirely,9,None,Fear of failure / wasting years of preparation,,,,
03/06/2026 12:13:25,18 – 20,Female,Other~,1st attempt (First-timer),N/A (I am a first-time filer and haven't given the exam yet),78,12+ hours,7-8 hours,Online coaching apps / recorded platforms,8,None,,,,,
03/06/2026 12:16:57,18 – 20,Male,Civil Services / Government Exams,4 or more attempts,Excellent (Cleared the exam / Achieved target cutoff),99.72 percentile in ssc chsl,7-11 hours,more than 8 hours,Self-study entirely,1,Frequent headaches or physical fatigue,Family expectations and societal pressure,,,,
03/06/2026 12:27:29,above 26,Female,Civil Services / Government Exams,4 or more attempts,"Average (Passed, but did not achieve the required cutoff/rank)",79,4-7 hours,5-6 hours,Online coaching apps / recorded platforms,10,"Chronic sleep deprivation / Insomnia, Severe social isolation (cutting off friends/family), Frequent headaches or physical fatigue, Sudden mood swings or panic attacks, Imposter syndrome (feeling like you aren't smart enough)","Fear of failure / wasting years of preparation, Family expectations and societal pressure, Seeing peers move ahead in life",,,,
03/06/2026 12:32:09,above 26,Male,"Civil Services / Government Exams, Other~",4 or more attempts,"Average (Passed, but did not achieve the required cutoff/rank)",75,4-7 hours,less than 5 hours,Self-study entirely,7,"Chronic sleep deprivation / Insomnia, Severe social isolation (cutting off friends/family)","Fear of failure / wasting years of preparation, Family expectations and societal pressure, Seeing peers move ahead in life, Financial strain (high cost of coaching/living)",,,,
03/06/2026 12:52:26,above 26,Female,Other~,1st attempt (First-timer),"Average (Passed, but did not achieve the required cutoff/rank)",,4-7 hours,5-6 hours,Self-study entirely,7,None,Fear of failure / wasting years of preparation,,,,
03/06/2026 13:55:14,Under 18,Female,Engineering Entrance,1st attempt (First-timer),N/A (I am a first-time filer and haven't given the exam yet),,less than 4,,Online coaching apps / recorded platforms,,Chronic sleep deprivation / Insomnia,Family expectations and societal pressure,,,,
03/06/2026 14:59:59,21-23,Male,"Management / Graduate Admissions (e.g., CAT, GATE, GRE, GMAT)",1st attempt (First-timer),Excellent (Cleared the exam / Achieved target cutoff),90,less than 4,more than 8 hours,Self-study entirely,9,None,Fear of failure / wasting years of preparation,,,,
03/06/2026 16:42:38,Under 18,Male,"Engineering Entrance, Civil Services / Government Exams",1st attempt (First-timer),Below Average (Did not qualify),39,less than 4,more than 8 hours,Self-study entirely,5,"Frequent headaches or physical fatigue, Sudden mood swings or panic attacks","Fear of failure / wasting years of preparation, Family expectations and societal pressure",,,,
03/06/2026 16:42:57,Under 18,Male,Civil Services / Government Exams,1st attempt (First-timer),"Average (Passed, but did not achieve the required cutoff/rank)",,4-7 hours,7-8 hours,Offline physical coaching institutes / bootcamps,5,None,"Fear of failure / wasting years of preparation, Family expectations and societal pressure",,,,
03/06/2026 17:40:36,18 – 20,Female,Engineering Entrance,1st attempt (First-timer),"Average (Passed, but did not achieve the required cutoff/rank)",85.92,12+ hours,less than 5 hours,Online coaching apps / recorded platforms,9,"Chronic sleep deprivation / Insomnia, Severe social isolation (cutting off friends/family), Frequent headaches or physical fatigue, Sudden mood swings or panic attacks, Imposter syndrome (feeling like you aren't smart enough), ","Fear of failure / wasting years of preparation, Family expectations and societal pressure, Seeing peers move ahead in life, Financial strain (high cost of coaching/living)",,,,
03/06/2026 17:46:30,21-23,Male,Engineering Entrance,1st attempt (First-timer),"Average (Passed, but did not achieve the required cutoff/rank)",,less than 4,less than 5 hours,Self-study entirely,2,None,Fear of failure / wasting years of preparation,,,,
03/06/2026 17:49:56,18 – 20,Male,"Engineering Entrance, Management / Graduate Admissions (e.g., CAT, GATE, GRE, GMAT)",1st attempt (First-timer),Excellent (Cleared the exam / Achieved target cutoff),93,4-7 hours,less than 5 hours,Self-study entirely,7,"Chronic sleep deprivation / Insomnia, Severe social isolation (cutting off friends/family), Frequent headaches or physical fatigue, Sudden mood swings or panic attacks, Imposter syndrome (feeling like you aren't smart enough)","Fear of failure / wasting years of preparation, Family expectations and societal pressure, Seeing peers move ahead in life",,,,
03/06/2026 17:50:43,24-26,Male,"Engineering Entrance, Management / Graduate Admissions (e.g., CAT, GATE, GRE, GMAT)",1st attempt (First-timer),"Average (Passed, but did not achieve the required cutoff/rank)",,4-7 hours,5-6 hours,Online coaching apps / recorded platforms,7,"Chronic sleep deprivation / Insomnia, Severe social isolation (cutting off friends/family), Frequent headaches or physical fatigue, Sudden mood swings or panic attacks, Imposter syndrome (feeling like you aren't smart enough)","Fear of failure / wasting years of preparation, Family expectations and societal pressure, Seeing peers move ahead in life",,,,
03/06/2026 18:04:26,above 26,Female,Engineering Entrance,1st attempt (First-timer),Excellent (Cleared the exam / Achieved target cutoff),,less than 4,5-6 hours,Self-study entirely,10,Severe social isolation (cutting off friends/family),Fear of failure / wasting years of preparation,,,,
03/06/2026 18:05:06,18 – 20,Male,Engineering Entrance,2nd attempt,"Average (Passed, but did not achieve the required cutoff/rank)",89,4-7 hours,5-6 hours,Offline physical coaching institutes / bootcamps,8,"Chronic sleep deprivation / Insomnia, Severe social isolation (cutting off friends/family), Frequent headaches or physical fatigue","Fear of failure / wasting years of preparation, Family expectations and societal pressure",,,,
03/06/2026 18:16:21,18 – 20,Female,Engineering Entrance,1st attempt (First-timer),Below Average (Did not qualify),,4-7 hours,less than 5 hours,Self-study entirely,5,Imposter syndrome (feeling like you aren't smart enough),Family expectations and societal pressure,,,,
03/06/2026 19:16:07,18 – 20,Male,Engineering Entrance,1st attempt (First-timer),Excellent (Cleared the exam / Achieved target cutoff),,less than 4,5-6 hours,Self-study entirely,6,None,"Fear of failure / wasting years of preparation, Family expectations and societal pressure, Financial strain (high cost of coaching/living)",,,,
03/06/2026 19:34:43,Under 18,Female,Civil Services / Government Exams,3rd attempt,Below Average (Did not qualify),,7-11 hours,5-6 hours,Offline physical coaching institutes / bootcamps,7,"Chronic sleep deprivation / Insomnia, Severe social isolation (cutting off friends/family), Imposter syndrome (feeling like you aren't smart enough)","Fear of failure / wasting years of preparation, Family expectations and societal pressure, Seeing peers move ahead in life, Financial strain (high cost of coaching/living)",,,,
03/06/2026 20:51:56,above 26,Male,Other~,2nd attempt,"Average (Passed, but did not achieve the required cutoff/rank)",,less than 4,5-6 hours,Online coaching apps / recorded platforms,9,"Severe social isolation (cutting off friends/family), Frequent headaches or physical fatigue",Fear of failure / wasting years of preparation,,,,
04/06/2026 09:39:02,above 26,Male,Civil Services / Government Exams,1st attempt (First-timer),Excellent (Cleared the exam / Achieved target cutoff),,4-7 hours,5-6 hours,Online coaching apps / recorded platforms,5,None,Family expectations and societal pressure,,,,
04/06/2026 10:02:01,above 26,Male,Other~,2nd attempt,"Average (Passed, but did not achieve the required cutoff/rank)",,4-7 hours,5-6 hours,Self-study entirely,8,"Frequent headaches or physical fatigue, Sudden mood swings or panic attacks","Family expectations and societal pressure, Seeing peers move ahead in life",,,,
05/06/2026 06:18:51,18 – 20,Male,"Engineering Entrance, Management / Graduate Admissions (e.g., CAT, GATE, GRE, GMAT)",1st attempt (First-timer),"Average (Passed, but did not achieve the required cutoff/rank)",,4-7 hours,7-8 hours,Self-study entirely,8,Chronic sleep deprivation / Insomnia,Seeing peers move ahead in life,,,,
06/06/2026 16:50:46,above 26,Male,Other~,1st attempt (First-timer),N/A (I am a first-time filer and haven't given the exam yet),N/A,less than 4,7-8 hours,Self-study entirely,5,Once for few minutes I was not able to see anything may be because of sleep,I was not taking any stress just taking it like a project.,,,,
07/06/2026 01:47:26,18 – 20,Female,Civil Services / Government Exams,1st attempt (First-timer),N/A (I am a first-time filer and haven't given the exam yet),,7-11 hours,5-6 hours,Online coaching apps / recorded platforms,7,"Severe social isolation (cutting off friends/family), Imposter syndrome (feeling like you aren't smart enough)","Fear of failure / wasting years of preparation, Seeing peers move ahead in life",,,,
